ano_base,unidade_id,TSG,TSPG,TS,iTS
2023,841,0.0375,0.03296703296703297,0.03598901098901099,9.125628347275471
2023,2828,0.02,0.06779661016949153,0.03593220338983051,9.111223810357789
2023,799,0.021052631578947368,0.07432432432432433,0.03880986249407302,9.840903420155604
2023,2364,0.04,0.05714285714285714,0.045714285714285714,11.591637839592659
2018,10,0.5128205128205128,0.3870967741935484,0.470912599944858,3.440194386216091
2018,13,0.4375,0,0.2916666666666667,2.1307351500692904
2018,392,0.5384615384615384,0.6257496251874063,0.567557567370161,4.146222371943159
2018,778,0.5733333333333334,0.5,0.548888888888889,4.009840625273256
2018,799,0.4222222222222222,0.375,0.40648148148148144,2.969500732953709
2018,823,0.4198895027624309,0.9347545219638242,0.591511175829562,4.321212527996106
2018,839,0.39215686274509803,0,0.26143790849673204,1.9099026555242937
2018,840,0.3602941176470588,0,0.24019607843137253,1.7547230647629448
2018,841,1.2321428571428572,1.4641608391608392,1.3094821844821845,9.566261893253861
2018,940,0.7521367521367521,0.2345679012345679,0.5796138018360241,4.234297717842215
2018,968,0.21232876712328766,0.7083683767872162,0.3776753036779305,2.75906072523312
2018,994,0.17006802721088435,0,0.11337868480725623,0.828274110814107
2018,1080,0.6351351351351351,0,0.4234234234234234,3.093268017089008
2018,2363,0.13636363636363635,0.3870967741935484,0.21994134897360704,1.6067546167258997
2018,2364,0.2571428571428571,1.0763888888888888,0.5302248677248677,3.873492902064739
2018,2365,0.17777777777777778,0.611304347826087,0.3222866344605475,2.3544255786604156
2018,2368,0.4577319587628866,1.012280701754386,0.642581539760053,4.694300823608201
2018,2443,0.5,0.5476190476190477,0.5158730158730159,3.768647204204187
2018,2803,0.8854166666666666,0.2548076923076923,0.6752136752136751,4.932690896863704
2018,2804,1.121212121212121,0.7012516469038208,0.9812252964426876,7.168221357488893
2018,2810,0.8114754098360656,0.2727272727272727,0.6318926974664679,4.6162147939333815
2018,2815,0.609271523178808,2.4130434782608696,1.2105288415394952,8.843370352597235
2018,2828,0.75,0.49311926605504586,0.6643730886850153,4.853496318244334
2018,2836,1.4375,0.46153846153846156,1.1121794871794872,8.124891176637844
2020,10,0.40425531914893614,0.875,0.5611702127659575,4.484350956617531
2020,13,0.45454545454545453,0,0.30303030303030304,2.4215366360594452
2020,392,0.7422680412371134,0.6243386243386244,0.7029582356042837,5.617389099747084
2020,778,0.30025445292620867,0.24489795918367346,0.2818022883453636,2.2519020656671622
2020,799,0.44664031620553357,0.4744318181818182,0.4559041501976284,3.6431623873758467
2020,823,0.48180494905385735,1.382778071567072,0.7821293232249289,6.250050874074297
2020,839,0.42735042735042733,0,0.2849002849002849,2.276658375782384
2020,840,0.3025210084033613,0,0.20168067226890754,1.6116445510580506
2020,841,1.064102564102564,0.9656862745098039,1.0312971342383106,8.241168517629909
2020,858,0.5714285714285714,0,0.38095238095238093,3.0442174853318735
2020,940,1.0252100840336134,0.5652173913043478,0.8718791864571915,6.967248394338517
2020,968,0.20909090909090908,0.4426074633915919,0.28692976052447,2.292876059383032
2020,994,0.2468354430379747,0,0.16455696202531647,1.314986350467724
2020,1080,0.5838926174496645,0,0.389261744966443,3.1106182022938107
2020,2363,0.26,0.44729907773386035,0.3224330259112868,2.5765851702349614
2020,2364,0.36231884057971014,0.8554147465437788,0.526684142567733,4.20877032463576
2020,2365,0.24489795918367346,0.41030736618971914,0.3000344281856887,2.3975963877716127
2020,2368,0.3986013986013986,0.9347826086956521,0.5773284686328164,4.613472724853722
2020,2443,0.6956521739130435,0.9326298701298702,0.7746447393186524,6.190241033429756
2020,2803,0.3051643192488263,0.4166666666666667,0.3423317683881064,2.7355974321680936
2020,2804,0.5961538461538461,0.8375,0.676602564102564,5.406779060186189
2020,2810,0.3364485981308411,0.5761904761904761,0.41636255748405276,3.3271827165424335
2020,2815,0.5285714285714286,0.4904214559386973,0.5158547710271848,4.122232048863668
2020,2828,0.4444444444444444,0.9851973684210527,0.6246954191033138,4.991985384332706
2020,2836,0.8552631578947368,0.5051020408163265,0.7385427855352668,5.901747761154438
2022,10,0.4859154929577465,0.09302325581395349,0.3549514139098155,3.3111795477297714
2022,13,0.43103448275862066,0,0.28735632183908044,2.6806158209195554
2022,392,0.7777777777777778,0.291025641025641,0.6155270655270655,5.741970733395019
2022,778,0.44594594594594594,0.2785714285714286,0.3901544401544402,3.639572493782415
2022,799,0.4426229508196721,0.18823529411764706,0.35782706525233043,3.338005185094767
2022,823,0.45178335535006603,0.5389082462253194,0.48082498564181714,4.4853965813449586
2022,839,0.5625,0,0.375,3.4982036463000203
2019,10,0.33783783783783783,0.6060606060606061,0.42724542724542725,2.7985376367061194
2019,13,0.7272727272727273,0,0.48484848484848486,3.175848461846689
2019,392,0.3645833333333333,0.6323396567299007,0.4538354411321891,2.972707212030551
2019,778,0.36523929471032746,0.9285714285714286,0.5530166726640279,3.6223628703397304
2019,799,0.36553030303030304,0.32670454545454547,0.35258838383838387,2.3095200077361664
2019,823,0.5157232704402516,0.5156402737047898,0.5156956048617644,3.377902880305248
2019,839,0.48695652173913045,0,0.3246376811594203,2.126437665758218
2019,840,0.4954128440366973,0,0.3302752293577982,2.1633646632304284
2019,841,0.9298245614035088,0.7699507389162561,0.8765332872410913,5.741457339836711
2019,858,1.1041666666666667,0,0.7361111111111112,4.821665763689114
2019,940,0.7983193277310925,0.46296296296296297,0.6865338728083826,4.496925559426064
2019,968,0.273015873015873,0.8126934984520124,0.4529084148279195,2.9666350159641324
2019,994,0.46153846153846156,0,0.3076923076923077,2.015442293095014
2019,1080,0.6447368421052632,0,0.4298245614035088,2.815431448906851
2019,2363,0.3617021276595745,0.45,0.3911347517730497,2.5620059433235296
2019,2364,0.20967741935483872,0.5210084033613445,0.31345441402367397,2.053185169687039
2019,2365,0.23404255319148937,4.167342799188641,1.54514263519054,10.120973901438708
2019,2368,0.4430379746835443,1.8336640211640212,0.9065799901770366,5.938268876398501
2019,2443,0.5131578947368421,0.96875,0.6650219298245614,4.356018300413278
2019,2803,0.803030303030303,0.3375,0.6478535353535353,4.243562098368583
2019,2804,0.7551020408163265,0.7642857142857142,0.7581632653061224,4.966111507399169
2019,2810,0.6790123456790124,0.45977011494252873,0.6059316021001845,3.9689655771854775
2019,2815,1.2444444444444445,1.1631944444444444,1.2173611111111111,7.9739434752330345
2019,2828,0.6790123456790124,0.45580645161290323,0.6046103809903094,3.960311331249518
2019,2836,0.75,0.5392156862745098,0.6797385620915033,4.452415000432123
2023,2803,0.04242424242424243,0.044444444444444446,0.0430976430976431,10.928143417797793
2021,10,0.47619047619047616,0.4625,0.4716269841269841,4.114432579935455
2021,13,0.4626865671641791,0,0.30845771144278605,2.6909581092815915
2021,392,0.67,0.2625,0.5341666666666667,4.660023303198247
2021,778,0.4562334217506631,0.13970588235294118,0.35072424195142243,3.059687626502656
2021,799,0.4306049822064057,0.06284153005464481,0.3080171648224854,2.6871148190786345
2021,823,0.5481586402266289,0.3303148509334076,0.47554404379555515,4.148604666055066
2021,839,0.5537190082644629,0,0.36914600550964194,3.2203974813556564
2021,840,0.5833333333333334,0,0.38888888888888895,3.3926326700351255
2021,841,1.0256410256410255,0.7851285460992907,0.9454701991271139,8.24819936426553
2021,858,1.06,0,0.7066666666666667,6.164898223263827
2021,940,0.8983050847457628,0.09803921568627451,0.6315497950592667,5.509585202071001
2021,968,0.27134146341463417,0.3050925925925926,0.28259183980728697,2.4653065063256596
2021,994,0.3782051282051282,0,0.25213675213675213,2.1996189838689273
2021,1080,0.3776223776223776,0,0.2517482517482517,2.1962297404423183
2021,2363,0.19148936170212766,0.6435344827586207,0.34217106872095865,2.985070490957721
2021,2364,0.32857142857142857,0.6703703703703703,0.4425044091710758,3.860369781912983
2021,2365,0.5957446808510638,0.5565476190476191,0.5826789935832489,5.083240602275272
2021,2368,0.5306122448979592,0.2816901408450704,0.44763821021366296,3.90515661341209
2021,2443,0.5602409638554217,0.6511363636363636,0.590539430449069,5.151814366334007
2021,2803,0.3755868544600939,0.17889908256880735,0.310024263829665,2.7046245753568554
2021,2804,0.5730337078651685,0.24107142857142858,0.4623796147672552,4.033759338045374
2021,2810,0.4398148148148148,0.1780821917808219,0.35257060713681715,3.0757951549709617
2021,2815,0.5113636363636364,0.6337931034482759,0.5521734587251829,4.817112982964607
2021,2828,0.5729166666666666,0.4358241758241759,0.5272191697191697,4.599413947177839
2021,2836,0.7865168539325843,0.1553030303030303,0.5761122460560663,5.025952870912607
2023,392,0.08163265306122448,0.1125,0.09192176870748299,23.30833427194878
2023,2368,0.06666666666666667,0.06542056074766354,0.06625129802699896,16.799148037260128
2023,778,0.03225806451612903,0.045454545454545456,0.036656891495601175,9.294980855611783
2022,840,0.4316546762589928,0,0.28776978417266186,2.684472822100735
2022,841,0.8354430379746836,0.6308333333333334,0.7672398030942336,7.157229538055353
2022,858,0.98,0,0.6533333333333333,6.094648130442701
2022,940,0.7226890756302521,0.17708333333333334,0.5408204948646125,5.0450672723444505
2022,968,0.436,0.1604995374653099,0.34416651248843666,3.210572130457095
2022,994,0.4859154929577465,0,0.323943661971831,3.0219223986817076
2022,1080,0.5182481751824818,0,0.34549878345498786,3.2230002775318924
2022,2363,0.24,0.2918233082706767,0.25727443609022554,2.3999956544816228
2022,2364,0.3125,0.3339130434782609,0.3196376811594203,2.98175387127138
2022,2365,0.36,0.2251984126984127,0.31506613756613755,2.939108030025403
2022,2368,0.4519774011299435,0.36567328918322295,0.42320936381436997,3.947926772383309
2022,2443,0.5075075075075075,0.43189688341669874,0.4823039661439046,4.499193314638849
2022,2803,0.5329341317365269,0.12916666666666668,0.39834497671324015,3.7159782667294756
2022,2804,0.6781609195402298,0.4574074074074074,0.6045764154959556,5.639817123079861
2022,2810,0.40963855421686746,0.3459735245449531,0.3884168776595627,3.6233635672350695
2022,2815,0.519774011299435,0.5605759682224429,0.5333746636071043,4.975608514865117
2022,2828,0.35714285714285715,0.27555555555555555,0.32994708994708993,3.0779256350373085
2022,2836,0.7126436781609196,0.20437956204379562,0.5432223061218783,5.067472672072161
